starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 24 23:43:39 2015	1422164619	0	4542	4542	4392
Sat Jan 24 23:43:35 2015	1422164615	11	4537	4548	4458
Sat Jan 24 23:43:43 2015	1422164623	0	4560	4560	4437
Sat Jan 24 23:43:35 2015	1422164615	78	4494	4572	4348
Sat Jan 24 23:43:59 2015	1422164639	0	4579	4579	4479
Sat Jan 24 23:43:35 2015	1422164615	4	4594	4598	4200
Sat Jan 24 23:43:57 2015	1422164637	1	4617	4618	4194
Sat Jan 24 23:43:35 2015	1422164615	3	4619	4623	4470
Sat Jan 24 23:44:00 2015	1422164640	0	4624	4624	4588
Sat Jan 24 23:43:44 2015	1422164624	0	4628	4629	4572
Sat Jan 24 23:43:40 2015	1422164620	0	4631	4631	4342
Sat Jan 24 23:43:46 2015	1422164626	0	4639	4639	4624
Sat Jan 24 23:43:38 2015	1422164618	0	4642	4642	4616
Sat Jan 24 23:43:37 2015	1422164617	0	4651	4652	4622
Sat Jan 24 23:43:56 2015	1422164636	0	4662	4663	4603
Sat Jan 24 23:43:48 2015	1422164628	0	4662	4663	4500
Sat Jan 24 23:43:44 2015	1422164624	0	4663	4663	4487
Sat Jan 24 23:43:35 2015	1422164615	12	4654	4666	4558
Sat Jan 24 23:43:35 2015	1422164615	78	4597	4675	4407
Sat Jan 24 23:43:59 2015	1422164639	2	4683	4685	4650
Sat Jan 24 23:44:00 2015	1422164640	30	4660	4690	4637
Sat Jan 24 23:43:40 2015	1422164620	0	4695	4696	4178
Sat Jan 24 23:43:50 2015	1422164630	0	4716	4716	4408
Sat Jan 24 23:43:52 2015	1422164632	0	4724	4725	4619
Sat Jan 24 23:43:35 2015	1422164615	1113	3616	4729	3557
Sat Jan 24 23:43:42 2015	1422164622	0	4760	4760	3877
Sat Jan 24 23:43:43 2015	1422164623	0	4783	4783	4513
Sat Jan 24 23:43:56 2015	1422164636	0	4783	4783	4726
Sat Jan 24 23:43:56 2015	1422164636	0	4784	4784	4125
Sat Jan 24 23:43:43 2015	1422164623	0	4807	4807	4742
Sat Jan 24 23:43:39 2015	1422164619	0	4827	4827	4609
Sat Jan 24 23:43:44 2015	1422164624	0	4831	4832	4551
Sat Jan 24 23:43:57 2015	1422164637	0	4867	4867	4798
Sat Jan 24 23:43:35 2015	1422164615	3	4865	4867	4680
Sat Jan 24 23:43:35 2015	1422164615	4	4865	4869	4389
Sat Jan 24 23:43:45 2015	1422164625	0	4881	4881	4809
Sat Jan 24 23:43:45 2015	1422164625	0	4891	4891	4438
Sat Jan 24 23:43:50 2015	1422164630	0	4906	4907	4697
Sat Jan 24 23:43:50 2015	1422164630	0	4908	4908	4676
Sat Jan 24 23:44:00 2015	1422164640	0	4919	4920	4907
Sat Jan 24 23:43:57 2015	1422164637	1	4925	4926	4219
Sat Jan 24 23:43:54 2015	1422164634	0	4929	4929	4653
Sat Jan 24 23:43:39 2015	1422164619	0	4947	4947	4756
Sat Jan 24 23:43:35 2015	1422164615	4	4950	4954	3668
Sat Jan 24 23:43:35 2015	1422164615	78	4881	4958	4595
Sat Jan 24 23:43:37 2015	1422164617	0	4971	4971	4834
Sat Jan 24 23:43:53 2015	1422164633	0	4986	4986	4925
Sat Jan 24 23:43:50 2015	1422164630	0	4987	4987	4957
Sat Jan 24 23:44:00 2015	1422164640	0	5000	5000	4917
Sat Jan 24 23:43:35 2015	1422164615	4	5004	5008	4894
Sat Jan 24 23:44:00 2015	1422164640	0	5009	5010	4976
Sat Jan 24 23:43:42 2015	1422164622	0	5022	5022	4929
Sat Jan 24 23:43:47 2015	1422164627	0	5023	5023	4904
Sat Jan 24 23:43:59 2015	1422164639	0	5028	5029	4968
Sat Jan 24 23:43:35 2015	1422164615	3	5033	5036	4534
Sat Jan 24 23:43:35 2015	1422164615	11	5028	5038	4920
Sat Jan 24 23:43:57 2015	1422164637	0	5042	5042	4856
Sat Jan 24 23:43:38 2015	1422164618	0	5043	5043	4924
Sat Jan 24 23:43:54 2015	1422164634	0	5049	5049	4837
Sat Jan 24 23:43:35 2015	1422164615	3	5048	5051	4865
Sat Jan 24 23:43:54 2015	1422164634	0	5057	5057	4567
Sat Jan 24 23:43:51 2015	1422164631	0	5058	5058	4953
Sat Jan 24 23:43:53 2015	1422164633	0	5064	5064	4796
Sat Jan 24 23:43:38 2015	1422164618	0	5072	5073	4773
Sat Jan 24 23:43:49 2015	1422164629	0	5077	5077	4781
Sat Jan 24 23:43:38 2015	1422164618	0	5080	5081	4999
Sat Jan 24 23:43:41 2015	1422164621	0	5088	5088	4538
Sat Jan 24 23:43:35 2015	1422164615	4	5086	5090	4825
Sat Jan 24 23:43:35 2015	1422164615	3	5095	5098	4983
Sat Jan 24 23:43:52 2015	1422164632	0	5148	5148	4976
Sat Jan 24 23:43:38 2015	1422164618	0	5165	5165	4604
Sat Jan 24 23:43:58 2015	1422164638	0	5174	5174	4495
Sat Jan 24 23:43:47 2015	1422164627	0	5185	5185	5103
Sat Jan 24 23:43:41 2015	1422164621	0	5186	5187	4907
Sat Jan 24 23:43:49 2015	1422164629	0	5187	5187	4925
Sat Jan 24 23:43:40 2015	1422164620	0	5191	5191	5067
Sat Jan 24 23:43:37 2015	1422164617	0	5240	5240	5025
Sat Jan 24 23:43:52 2015	1422164632	0	5261	5261	4947
Sat Jan 24 23:43:57 2015	1422164637	0	5263	5264	5225
Sat Jan 24 23:43:59 2015	1422164639	0	5264	5264	5224
Sat Jan 24 23:43:54 2015	1422164634	0	5269	5269	5167
Sat Jan 24 23:43:44 2015	1422164624	0	5269	5269	4842
Sat Jan 24 23:43:59 2015	1422164639	0	5276	5277	5112
Sat Jan 24 23:43:49 2015	1422164629	0	5286	5286	5074
Sat Jan 24 23:43:59 2015	1422164639	0	5307	5307	5275
Sat Jan 24 23:43:59 2015	1422164639	0	5341	5341	5230
Sat Jan 24 23:43:59 2015	1422164639	0	5343	5343	5217
Sat Jan 24 23:43:43 2015	1422164623	0	5356	5357	5130
Sat Jan 24 23:43:42 2015	1422164622	0	5359	5359	5173
Sat Jan 24 23:43:35 2015	1422164615	77	5284	5362	5178
Sat Jan 24 23:43:35 2015	1422164615	78	5284	5362	4847
Sat Jan 24 23:43:35 2015	1422164615	3	5360	5363	5128
Sat Jan 24 23:43:39 2015	1422164619	0	5368	5369	5125
Sat Jan 24 23:43:51 2015	1422164631	0	5426	5427	5156
Sat Jan 24 23:43:44 2015	1422164624	0	5434	5434	4598
Sat Jan 24 23:43:51 2015	1422164631	0	5434	5435	5005
Sat Jan 24 23:43:35 2015	1422164615	11	5435	5446	4928
Sat Jan 24 23:43:53 2015	1422164633	0	5449	5449	5057
Sat Jan 24 23:43:53 2015	1422164633	0	5460	5460	5447
Sat Jan 24 23:43:55 2015	1422164635	0	5468	5469	5080
Sat Jan 24 23:43:35 2015	1422164615	4	5499	5504	5406
Sat Jan 24 23:43:35 2015	1422164615	77	5432	5509	5313
Sat Jan 24 23:43:58 2015	1422164638	0	5544	5544	5482
Sat Jan 24 23:43:49 2015	1422164629	0	5553	5553	4911
Sat Jan 24 23:43:48 2015	1422164628	0	5565	5565	5109
Sat Jan 24 23:43:51 2015	1422164631	0	5570	5570	5042
Sat Jan 24 23:43:46 2015	1422164626	0	5572	5572	4874
Sat Jan 24 23:43:47 2015	1422164627	0	5574	5574	5456
Sat Jan 24 23:43:39 2015	1422164619	0	5577	5577	5346
Sat Jan 24 23:43:58 2015	1422164638	0	5578	5579	5294
Sat Jan 24 23:43:42 2015	1422164622	0	5615	5615	5299
Sat Jan 24 23:43:45 2015	1422164625	0	5623	5623	5611
Sat Jan 24 23:43:57 2015	1422164637	0	5624	5624	5464
Sat Jan 24 23:43:40 2015	1422164620	0	5626	5626	5490
Sat Jan 24 23:43:45 2015	1422164625	0	5632	5632	5588
Sat Jan 24 23:43:54 2015	1422164634	0	5664	5664	5449
Sat Jan 24 23:43:40 2015	1422164620	0	5682	5683	5649
Sat Jan 24 23:43:40 2015	1422164620	0	5695	5695	5344
Sat Jan 24 23:43:35 2015	1422164615	3	5708	5711	5296
Sat Jan 24 23:43:35 2015	1422164615	3	5710	5713	5703
Sat Jan 24 23:43:57 2015	1422164637	0	5744	5744	5277
Sat Jan 24 23:43:41 2015	1422164621	0	5749	5749	5146
Sat Jan 24 23:43:59 2015	1422164639	0	5759	5760	5661
Sat Jan 24 23:43:50 2015	1422164630	0	5767	5767	5440
Sat Jan 24 23:43:53 2015	1422164633	0	5769	5769	5703
Sat Jan 24 23:43:49 2015	1422164629	0	5774	5775	5560
Sat Jan 24 23:43:52 2015	1422164632	0	5779	5780	5671
Sat Jan 24 23:43:47 2015	1422164627	0	5788	5789	5594
Sat Jan 24 23:43:57 2015	1422164637	0	5790	5790	5646
Sat Jan 24 23:43:48 2015	1422164628	0	5805	5805	5517
Sat Jan 24 23:43:50 2015	1422164630	0	5813	5813	5330
Sat Jan 24 23:43:48 2015	1422164628	0	5813	5814	5531
Sat Jan 24 23:43:45 2015	1422164625	0	5820	5820	5531
Sat Jan 24 23:43:43 2015	1422164623	0	5839	5839	5732
Sat Jan 24 23:43:43 2015	1422164623	0	5854	5854	5843
Sat Jan 24 23:43:55 2015	1422164635	0	5857	5857	5209
Sat Jan 24 23:43:51 2015	1422164631	0	5866	5866	5538
Sat Jan 24 23:43:51 2015	1422164631	0	5882	5883	5833
Sat Jan 24 23:43:57 2015	1422164637	0	5922	5922	5797
Sat Jan 24 23:43:56 2015	1422164636	0	5943	5943	5775
Sat Jan 24 23:43:52 2015	1422164632	0	5976	5977	5772
Sat Jan 24 23:43:59 2015	1422164639	0	6035	6035	5872
Sat Jan 24 23:43:53 2015	1422164633	0	6055	6055	5669
Sat Jan 24 23:43:59 2015	1422164639	0	6068	6069	5930
Sat Jan 24 23:43:51 2015	1422164631	0	6080	6080	5596
Sat Jan 24 23:43:39 2015	1422164619	0	6087	6088	6021
Sat Jan 24 23:43:49 2015	1422164629	0	6099	6100	5274
Sat Jan 24 23:43:54 2015	1422164634	0	6103	6103	5868
Sat Jan 24 23:43:45 2015	1422164625	0	6103	6103	5837
Sat Jan 24 23:43:59 2015	1422164639	0	6135	6136	6072
Sat Jan 24 23:43:54 2015	1422164634	0	6145	6145	5929
Sat Jan 24 23:43:39 2015	1422164619	0	6154	6154	6013
Sat Jan 24 23:43:35 2015	1422164615	4	6151	6155	6019
Sat Jan 24 23:43:54 2015	1422164634	0	6156	6156	5923
Sat Jan 24 23:43:54 2015	1422164634	0	6170	6171	5988
Sat Jan 24 23:43:45 2015	1422164625	0	6207	6207	6149
Sat Jan 24 23:43:52 2015	1422164632	0	6212	6213	5860
Sat Jan 24 23:43:51 2015	1422164631	0	6264	6265	6118
Sat Jan 24 23:43:58 2015	1422164638	0	6367	6367	6363
Sat Jan 24 23:43:56 2015	1422164636	0	6371	6372	6354
Sat Jan 24 23:43:55 2015	1422164635	0	6396	6397	6221
Sat Jan 24 23:43:49 2015	1422164629	0	6430	6430	6289
Sat Jan 24 23:43:49 2015	1422164629	0	6447	6447	5971
Sat Jan 24 23:43:55 2015	1422164635	0	6453	6453	6424
Sat Jan 24 23:43:58 2015	1422164638	0	6458	6458	6375
Sat Jan 24 23:43:45 2015	1422164625	0	6474	6475	6296
Sat Jan 24 23:43:46 2015	1422164626	0	6507	6508	6088
Sat Jan 24 23:43:52 2015	1422164632	0	6586	6586	6133
Sat Jan 24 23:43:53 2015	1422164633	0	6617	6617	6348
Sat Jan 24 23:43:55 2015	1422164635	0	6625	6625	5943
Sat Jan 24 23:43:48 2015	1422164628	0	6629	6629	6287
Sat Jan 24 23:43:39 2015	1422164619	0	6666	6666	6588
Sat Jan 24 23:43:49 2015	1422164629	0	6716	6716	6409
Sat Jan 24 23:43:58 2015	1422164638	12	6706	6718	6699
Sat Jan 24 23:43:58 2015	1422164638	0	6738	6738	6736
Sat Jan 24 23:43:51 2015	1422164631	0	6771	6772	6084
Sat Jan 24 23:43:55 2015	1422164635	0	6782	6782	6664
Sat Jan 24 23:43:53 2015	1422164633	0	6797	6798	6131
Sat Jan 24 23:43:47 2015	1422164627	0	6808	6808	6391
Sat Jan 24 23:43:44 2015	1422164624	10	6831	6841	6760
Sat Jan 24 23:43:35 2015	1422164615	77	6803	6881	6778
Sat Jan 24 23:43:55 2015	1422164635	0	6927	6928	6439
Sat Jan 24 23:43:58 2015	1422164638	1	7026	7027	7026
Sat Jan 24 23:43:56 2015	1422164636	0	7035	7035	6735
Sat Jan 24 23:43:48 2015	1422164628	0	7075	7075	6865
Sat Jan 24 23:43:49 2015	1422164629	0	7119	7119	6947
Sat Jan 24 23:43:55 2015	1422164635	0	7239	7239	6697
Sat Jan 24 23:43:57 2015	1422164637	0	7265	7266	7004
Sat Jan 24 23:43:57 2015	1422164637	0	7348	7348	7189
Sat Jan 24 23:43:56 2015	1422164636	0	7508	7508	6960
Sat Jan 24 23:43:56 2015	1422164636	1	7619	7619	7181
Sat Jan 24 23:43:56 2015	1422164636	0	7938	7938	7584
Sat Jan 24 23:43:35 2015	1422164615	4	8363	8367	8282
Sat Jan 24 23:43:53 2015	1422164633	0	8564	8564	6744
Sat Jan 24 23:43:56 2015	1422164636	0	8818	8818	8782
